ProgramYear,CECounty,ESC,TDARegion,SiteID,SiteName,SiteCounty,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,BreakfastDays,BreakfastTotal,BreakfastADP,BreakfastServedFree,BreakfastServedReduced,BreakfastServedPaid,LunchDays,LunchTotal,LunchADP,LunchServedFree,LunchServedReduced,LunchServedPaid,SnackDays,SnackTotal,SnackADP,SnackServedFree,SnackServedReduced,SnackServedPaid,TotalMealsSnacks,BreakfastReimbursement,LunchReimbursement,SnackReimbursement,TotalReimbursement
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,06/01/2018,642,642,0,0,1,565,565.0,565,0,0,1,567,567.0,567,0,0,0,0,0.0,0,0,0,1132,1180.85,1876.77,0.0,3057.62
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,08/01/2017,372,372,0,0,14,4446,317.57,4446,0,0,14,4713,336.64,4713,0,0,0,0,0.0,0,0,0,9159,9292.14,15600.03,0.0,24892.17
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,09/01/2017,371,371,0,0,20,6180,309.0,6180,0,0,20,6892,344.6,6892,0,0,0,0,0.0,0,0,0,13072,12916.2,22812.52,0.0,35728.72
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,10/01/2017,370,370,0,0,20,5860,293.0,5860,0,0,20,6827,341.35,6827,0,0,0,0,0.0,0,0,0,12687,12247.4,22597.37,0.0,34844.77
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,11/01/2017,369,369,0,0,17,4828,284.0,4828,0,0,17,5353,314.88,5353,0,0,0,0,0.0,0,0,0,10181,10090.52,17718.43,0.0,27808.95
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,12/01/2017,366,366,0,0,13,3570,274.62,3570,0,0,13,4089,314.54,4089,0,0,0,0,0.0,0,0,0,7659,7461.3,13534.59,0.0,20995.89
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,01/01/2018,361,361,0,0,16,4626,289.13,4626,0,0,16,5162,322.63,5162,0,0,0,0,0.0,0,0,0,9788,9668.34,17086.22,0.0,26754.56
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,02/01/2018,361,361,0,0,19,5678,298.84,5678,0,0,19,6151,323.74,6151,0,0,0,0,0.0,0,0,0,11829,11867.02,20359.81,0.0,32226.83
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,03/01/2018,362,362,0,0,15,4466,297.73,4466,0,0,15,4707,313.8,4707,0,0,0,0,0.0,0,0,0,9173,9333.94,15580.17,0.0,24914.11
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,04/01/2018,361,361,0,0,22,6330,287.73,6330,0,0,21,6652,316.76,6652,0,0,0,0,0.0,0,0,0,12982,13229.7,22018.12,0.0,35247.82
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,05/01/2018,631,631,0,0,23,7067,307.26,7067,0,0,23,7386,321.13,7386,0,0,0,0,0.0,0,0,0,14453,14770.03,24447.66,0.0,39217.69
2017-2018,HIDALGO,1,5,36,IDEA Rundberg College Prep,TRAVIS,06/01/2018,361,361,0,0,1,287,287.0,287,0,0,1,305,305.0,305,0,0,0,0,0.0,0,0,0,592,599.83,1009.55,0.0,1609.38
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,08/01/2017,242,187,0,55,14,2777,198.36,2149,0,628,14,2765,197.5,2140,0,625,0,0,0.0,0,0,0,5542,3949.15,7327.15,0.0,11276.3
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,09/01/2017,236,183,0,53,20,4201,210.05,3252,0,949,20,4197,209.85,3248,0,949,0,0,0.0,0,0,0,8398,5975.7,11120.99,0.0,17096.69
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,10/01/2017,235,182,0,53,20,4168,208.4,3226,0,942,20,4202,210.1,3252,0,950,0,0,0.0,0,0,0,8370,5928.1,11134.62,0.0,17062.72
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,11/01/2017,235,182,0,53,17,3221,189.47,2493,0,728,17,3118,183.41,2413,0,705,0,0,0.0,0,0,0,6339,4581.15,8261.98,0.0,12843.13
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,12/01/2017,235,182,0,53,13,2455,188.85,1900,0,555,13,2507,192.85,1940,0,567,0,0,0.0,0,0,0,4962,3491.5,6642.53,0.0,10134.03
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,01/01/2018,233,180,0,53,16,3033,189.56,2348,0,685,16,3144,196.5,2433,0,711,0,0,0.0,0,0,0,6177,4314.5,8330.52,0.0,12645.02
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,02/01/2018,233,180,0,53,19,3652,192.21,2827,0,825,19,3738,196.74,2893,0,845,0,0,0.0,0,0,0,7390,5194.75,9905.38,0.0,15100.13
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,03/01/2018,232,180,0,52,15,3024,201.6,2341,0,683,15,3043,202.87,2355,0,688,0,0,0.0,0,0,0,6067,4301.65,8063.37,0.0,12365.02
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,04/01/2018,231,179,0,52,21,4225,201.19,3270,0,955,21,4393,209.19,3400,0,993,0,0,0.0,0,0,0,8618,6009.0,11641.27,0.0,17650.27
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,05/01/2018,231,179,0,52,23,4618,200.78,3574,0,1044,23,4542,197.48,3516,0,1026,0,0,0.0,0,0,0,9160,6567.7,12038.1,0.0,18605.8
2017-2018,HIDALGO,1,5,37,IDEA Bluff Springs College Prep,TRAVIS,06/01/2018,229,177,0,52,1,199,199.0,154,0,45,1,195,195.0,151,0,44,0,0,0.0,0,0,0,394,283.0,516.97,0.0,799.97
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,08/01/2017,909,909,0,0,14,9252,660.86,9252,0,0,14,10763,768.79,10763,0,0,0,0,0.0,0,0,0,20015,19336.68,35625.53,0.0,54962.21
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,09/01/2017,902,902,0,0,22,13534,615.18,13534,0,0,22,15793,717.86,15793,0,0,17,2175,127.94,2175,0,0,31502,28286.06,52274.83,1914.0,82474.89
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,10/01/2017,904,904,0,0,22,13572,616.91,13572,0,0,22,16064,730.18,16064,0,0,20,2248,112.4,2248,0,0,31884,28365.48,53171.84,1978.24,83515.56
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,11/01/2017,908,908,0,0,18,11895,660.83,11895,0,0,18,13420,745.56,13420,0,0,16,1691,105.69,1691,0,0,27006,24860.55,44420.2,1488.08,70768.83
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,12/01/2017,902,902,0,0,15,9426,628.4,9426,0,0,15,10869,724.6,10869,0,0,11,985,89.55,985,0,0,21280,19700.34,35976.39,866.8,56543.53
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,01/01/2018,901,901,0,0,18,11101,616.72,11101,0,0,18,13363,742.39,13363,0,0,11,798,72.55,798,0,0,25262,23201.09,44231.53,702.24,68134.86
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,02/01/2018,898,898,0,0,20,12647,632.35,12647,0,0,20,14447,722.35,14447,0,0,18,1280,71.11,1280,0,0,28374,26432.23,47819.57,1126.4,75378.2
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,03/01/2018,897,897,0,0,16,10998,687.38,10998,0,0,16,12334,770.88,12334,0,0,15,969,64.6,969,0,0,24301,22985.82,40825.54,852.72,64664.08
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,04/01/2018,894,894,0,0,22,15300,695.45,15300,0,0,22,17157,779.86,17157,0,0,21,1338,63.71,1338,0,0,33795,31977.0,56789.67,1177.44,89944.11
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,05/01/2018,893,893,0,0,23,16356,711.13,16356,0,0,23,18671,811.78,18671,0,0,19,845,44.47,845,0,0,35872,34184.04,61801.01,743.6,96728.65
2017-2018,HIDALGO,1,5,101,IDEA ACADEMY.,HIDALGO,06/01/2018,893,893,0,0,1,761,761.0,761,0,0,1,848,848.0,848,0,0,0,0,0.0,0,0,0,1609,1590.49,2806.88,0.0,4397.37
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,08/01/2017,827,640,0,187,14,8972,640.86,6944,0,2028,14,10315,736.79,7984,0,2331,0,0,0.0,0,0,0,19287,15121.36,27336.13,0.0,42457.49
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,09/01/2017,818,633,0,185,20,13202,660.1,10218,0,2984,20,15628,781.4,12096,0,3532,20,2347,117.35,2347,0,0,31177,22250.82,41415.24,2065.36,65731.42
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,10/01/2017,819,634,0,185,20,13254,662.7,10259,0,2995,20,15581,779.05,12060,0,3521,19,1757,92.47,1757,0,0,30592,22339.81,41291.79,1546.16,65177.76
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,11/01/2017,819,634,0,185,17,11242,661.29,8701,0,2541,17,12934,760.82,10011,0,2923,15,1207,80.47,1207,0,0,25383,18947.39,34276.38,1062.16,54285.93
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,12/01/2017,814,630,0,184,14,9084,648.86,7031,0,2053,14,10669,762.07,8258,0,2411,13,971,74.69,971,0,0,20724,15310.69,28274.27,854.48,44439.44
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,01/01/2018,807,625,0,182,17,10507,618.06,8132,0,2375,17,12743,749.59,9863,0,2880,17,2147,126.29,2147,0,0,25397,17708.38,33769.73,1889.36,53367.47
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,02/01/2018,806,624,0,182,18,11532,640.67,8926,0,2606,18,13657,758.72,10571,0,3086,18,2986,165.89,2986,0,0,28175,19437.14,36193.55,2627.68,58258.37
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,03/01/2018,804,622,0,182,17,9730,572.35,7531,0,2199,15,11234,748.93,8695,0,2539,14,2810,200.71,2810,0,0,23774,16399.49,29770.66,2472.8,48642.95
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,04/01/2018,800,619,0,181,22,13349,606.77,10332,0,3017,21,15905,757.38,12310,0,3595,21,3313,157.76,3313,0,0,32567,22498.98,42148.15,2915.44,67562.57
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,05/01/2018,799,618,0,181,23,14512,630.96,11232,0,3280,23,15250,663.04,11804,0,3446,19,2188,115.16,2188,0,0,31950,24458.88,40415.18,1925.44,66799.5
2017-2018,HIDALGO,1,5,102,IDEA QUEST ACADEMY,HIDALGO,06/01/2018,797,617,0,180,1,560,560.0,433,0,127,1,483,483.0,374,0,109,0,0,0.0,0,0,0,1043,943.07,1280.45,0.0,2223.52
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,08/01/2017,843,843,0,0,13,7646,588.15,7646,0,0,13,9100,700.0,9100,0,0,0,0,0.0,0,0,0,16746,15980.14,30121.0,0.0,46101.14
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,09/01/2017,840,840,0,0,20,12457,622.85,12457,0,0,20,14348,717.4,14348,0,0,0,0,0.0,0,0,0,26805,26035.13,47491.88,0.0,73527.01
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,10/01/2017,838,838,0,0,21,12258,583.71,12258,0,0,21,14207,676.52,14207,0,0,0,0,0.0,0,0,0,26465,25619.22,47025.17,0.0,72644.39
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,11/01/2017,833,833,0,0,17,10419,612.88,10419,0,0,17,12001,705.94,12001,0,0,0,0,0.0,0,0,0,22420,21775.71,39723.31,0.0,61499.02
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,12/01/2017,826,826,0,0,14,8120,580.0,8120,0,0,14,9867,704.79,9867,0,0,0,0,0.0,0,0,0,17987,16970.8,32659.77,0.0,49630.57
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,01/01/2018,819,819,0,0,19,9651,507.95,9651,0,0,19,11566,608.74,11566,0,0,0,0,0.0,0,0,0,21217,20170.59,38283.46,0.0,58454.05
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,02/01/2018,816,816,0,0,20,11117,555.85,11117,0,0,20,12781,639.05,12781,0,0,0,0,0.0,0,0,0,23898,23234.53,42305.11,0.0,65539.64
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,03/01/2018,812,812,0,0,17,9120,536.47,9120,0,0,17,10503,617.82,10503,0,0,0,0,0.0,0,0,0,19623,19060.8,34764.93,0.0,53825.73
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,04/01/2018,810,810,0,0,25,12299,491.96,12299,0,0,25,14522,580.88,14522,0,0,0,0,0.0,0,0,0,26821,25704.91,48067.82,0.0,73772.73
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,05/01/2018,812,812,0,0,25,13837,553.48,13837,0,0,26,16427,631.81,16427,0,0,0,0,0.0,0,0,0,30264,28919.33,54373.37,0.0,83292.7
2017-2018,HIDALGO,1,5,103,IDEA FRONTIER ACADEMY,CAMERON,06/01/2018,812,812,0,0,1,564,564.0,564,0,0,1,717,717.0,717,0,0,0,0,0.0,0,0,0,1281,1178.76,2373.27,0.0,3552.03
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,08/01/2017,903,903,0,0,14,8599,614.21,8599,0,0,14,11278,805.57,11278,0,0,0,0,0.0,0,0,0,19877,17971.91,37330.18,0.0,55302.09
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,09/01/2017,905,905,0,0,20,13038,651.9,13038,0,0,20,16480,824.0,16480,0,0,15,2812,187.47,2812,0,0,32330,27249.42,54548.8,2474.56,84272.78
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,10/01/2017,906,906,0,0,20,13839,691.95,13839,0,0,20,16472,823.6,16472,0,0,18,3444,191.33,3444,0,0,33755,28923.51,54522.32,3030.72,86476.55
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,11/01/2017,903,903,0,0,17,11497,676.29,11497,0,0,17,13547,796.88,13547,0,0,17,3238,190.47,3238,0,0,28282,24028.73,44840.57,2849.44,71718.74
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,12/01/2017,886,886,0,0,14,9575,683.93,9575,0,0,14,10789,770.64,10789,0,0,11,1950,177.27,1950,0,0,22314,20011.75,35711.59,1716.0,57439.34
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,01/01/2018,888,888,0,0,17,11358,668.12,11358,0,0,17,13372,786.59,13372,0,0,16,2886,180.38,2886,0,0,27616,23738.22,44261.32,2539.68,70539.22
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,02/01/2018,887,887,0,0,18,12552,697.33,12552,0,0,18,14347,797.06,14347,0,0,17,3768,221.65,3768,0,0,30667,26233.68,47488.57,3315.84,77038.09
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,03/01/2018,886,886,0,0,15,10336,689.07,10336,0,0,15,12102,806.8,12102,0,0,15,3536,235.73,3536,0,0,25974,21602.24,40057.62,3111.68,64771.54
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,04/01/2018,882,882,0,0,24,14603,608.46,14603,0,0,24,16910,704.58,16910,0,0,18,4128,229.33,4128,0,0,35641,30520.27,55972.1,3632.64,90125.01
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,05/01/2018,878,878,0,0,25,16048,641.92,16048,0,0,25,18437,737.48,18437,0,0,15,2806,187.07,2806,0,0,37291,33540.32,61026.47,2469.28,97036.07
2017-2018,HIDALGO,1,5,104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,06/01/2018,877,877,0,0,1,468,468.0,468,0,0,1,613,613.0,613,0,0,0,0,0.0,0,0,0,1081,978.12,2029.03,0.0,3007.15
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,08/01/2017,896,896,0,0,13,9013,693.31,9013,0,0,13,8664,666.46,8664,0,0,0,0,0.0,0,0,0,17677,18837.17,28677.84,0.0,47515.01
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,09/01/2017,898,898,0,0,20,14876,743.8,14876,0,0,20,13758,687.9,13758,0,0,0,0,0.0,0,0,0,28634,31090.84,45538.98,0.0,76629.82
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,10/01/2017,888,888,0,0,20,14545,727.25,14545,0,0,20,14100,705.0,14100,0,0,0,0,0.0,0,0,0,28645,30399.05,46671.0,0.0,77070.05
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,11/01/2017,887,887,0,0,17,12138,714.0,12138,0,0,17,12286,722.71,12286,0,0,0,0,0.0,0,0,0,24424,25368.42,40666.66,0.0,66035.08
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,12/01/2017,883,883,0,0,14,9509,679.21,9509,0,0,14,10017,715.5,10017,0,0,0,0,0.0,0,0,0,19526,19873.81,33156.27,0.0,53030.08
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,01/01/2018,882,882,0,0,17,11029,648.76,11029,0,0,17,11669,686.41,11669,0,0,0,0,0.0,0,0,0,22698,23050.61,38624.39,0.0,61675.0
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,02/01/2018,880,880,0,0,18,12086,671.44,12086,0,0,18,12776,709.78,12776,0,0,0,0,0.0,0,0,0,24862,25259.74,42288.56,0.0,67548.3
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,03/01/2018,879,879,0,0,15,10106,673.73,10106,0,0,15,10640,709.33,10640,0,0,0,0,0.0,0,0,0,20746,21121.54,35218.4,0.0,56339.94
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,04/01/2018,880,880,0,0,21,14167,674.62,14167,0,0,21,15154,721.62,15154,0,0,0,0,0.0,0,0,0,29321,29609.03,50159.74,0.0,79768.77
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,05/01/2018,880,880,0,0,23,15958,693.83,15958,0,0,23,17560,763.48,17560,0,0,0,0,0.0,0,0,0,33518,33352.22,58123.6,0.0,91475.82
2017-2018,HIDALGO,1,5,105,IDEA COLLEGE ACADEMY-SAN BENITO,CAMERON,06/01/2018,878,878,0,0,1,660,660.0,660,0,0,1,792,792.0,792,0,0,0,0,0.0,0,0,0,1452,1379.4,2621.52,0.0,4000.92
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,08/01/2017,873,873,0,0,14,10473,748.07,10473,0,0,14,11084,791.71,11084,0,0,0,0,0.0,0,0,0,21557,21888.57,36688.04,0.0,58576.61
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,09/01/2017,859,859,0,0,20,14896,744.8,14896,0,0,20,16534,826.7,16534,0,0,18,1629,90.5,1629,0,0,33059,31132.64,54727.54,1433.52,87293.7
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,10/01/2017,853,853,0,0,20,14153,707.65,14153,0,0,20,16421,821.05,16421,0,0,19,1837,96.68,1837,0,0,32411,29579.77,54353.51,1616.56,85549.84
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,11/01/2017,852,852,0,0,18,12446,691.44,12446,0,0,18,13948,774.89,13948,0,0,16,1952,122.0,1952,0,0,28346,26012.14,46167.88,1717.76,73897.78
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,12/01/2017,843,843,0,0,16,9878,617.38,9878,0,0,16,11282,705.13,11282,0,0,10,988,98.8,988,0,0,22148,20645.02,37343.42,869.44,58857.88
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,01/01/2018,837,837,0,0,19,11861,624.26,11861,0,0,19,13505,710.79,13505,0,0,10,1167,116.7,1167,0,0,26533,24789.49,44701.55,1026.96,70518.0
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,02/01/2018,831,831,0,0,20,12676,633.8,12676,0,0,20,14451,722.55,14451,0,0,18,2927,162.61,2927,0,0,30054,26492.84,47832.81,2575.76,76901.41
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,03/01/2018,828,828,0,0,18,10664,592.44,10664,0,0,18,11965,664.72,11965,0,0,14,1910,136.43,1910,0,0,24539,22287.76,39604.15,1680.8,63572.71
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,04/01/2018,829,829,0,0,24,14594,608.08,14594,0,0,24,16752,698.0,16752,0,0,18,2349,130.5,2349,0,0,33695,30501.46,55449.12,2067.12,88017.7
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,05/01/2018,829,829,0,0,23,15739,684.3,15739,0,0,23,18286,795.04,18286,0,0,14,1361,97.21,1361,0,0,35386,32894.51,60526.66,1197.68,94618.85
2017-2018,HIDALGO,1,5,106,IDEA ACADEMY SAN JUAN,HIDALGO,06/01/2018,828,828,0,0,1,624,624.0,624,0,0,1,783,783.0,783,0,0,0,0,0.0,0,0,0,1407,1304.16,2591.73,0.0,3895.89
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,08/01/2017,892,892,0,0,14,9792,699.43,9792,0,0,14,11659,832.79,11659,0,0,0,0,0.0,0,0,0,21451,20465.28,38591.29,0.0,59056.57
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,09/01/2017,830,830,0,0,22,13910,632.27,13910,0,0,22,16691,758.68,16691,0,0,10,526,52.6,526,0,0,31127,29071.9,55247.21,462.88,84781.99
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,10/01/2017,876,876,0,0,22,13605,618.41,13605,0,0,22,16549,752.23,16549,0,0,19,1835,96.58,1835,0,0,31989,28434.45,54777.19,1614.8,84826.44
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,11/01/2017,870,870,0,0,17,11622,683.65,11622,0,0,17,13908,818.12,13908,0,0,15,2572,171.47,2572,0,0,28102,24289.98,46035.48,2263.36,72588.82
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,12/01/2017,865,865,0,0,15,9097,606.47,9097,0,0,15,10994,732.93,10994,0,0,10,1112,111.2,1112,0,0,21203,19012.73,36390.14,978.56,56381.43
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,01/01/2018,860,860,0,0,17,11061,650.65,11061,0,0,17,13643,802.53,13643,0,0,10,1216,121.6,1216,0,0,25920,23117.49,45158.33,1070.08,69345.9
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,02/01/2018,858,858,0,0,19,11872,624.84,11872,0,0,19,14640,770.53,14640,0,0,18,2404,133.56,2404,0,0,28916,24812.48,48458.4,2115.52,75386.4
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,03/01/2018,857,857,0,0,15,9720,648.0,9720,0,0,16,12069,754.31,12069,0,0,14,1726,123.29,1726,0,0,23515,20314.8,39948.39,1518.88,61782.07
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,04/01/2018,854,854,0,0,21,14263,679.19,14263,0,0,21,17266,822.19,17266,0,0,20,2067,103.35,2067,0,0,33596,29809.67,57150.46,1818.96,88779.09
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,05/01/2018,854,854,0,0,23,15571,677.0,15571,0,0,23,17540,762.61,17540,0,0,15,1086,72.4,1086,0,0,34197,32543.39,58057.4,955.68,91556.47
2017-2018,HIDALGO,1,5,107,IDEA ACADEMY ALAMO,HIDALGO,06/01/2018,853,853,0,0,1,593,593.0,593,0,0,1,745,745.0,745,0,0,0,0,0.0,0,0,0,1338,1239.37,2465.95,0.0,3705.32
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,08/01/2017,888,888,0,0,14,9111,650.79,9111,0,0,14,11517,822.64,11517,0,0,0,0,0.0,0,0,0,20628,19041.99,38121.27,0.0,57163.26
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,09/01/2017,886,886,0,0,20,13792,689.6,13792,0,0,20,16360,818.0,16360,0,0,0,0,0.0,0,0,0,30152,28825.28,54151.6,0.0,82976.88
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,10/01/2017,880,880,0,0,20,13646,682.3,13646,0,0,20,16185,809.25,16185,0,0,0,0,0.0,0,0,0,29831,28520.14,53572.35,0.0,82092.49
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,11/01/2017,877,877,0,0,17,11456,673.88,11456,0,0,17,14081,828.29,14081,0,0,0,0,0.0,0,0,0,25537,23943.04,46608.11,0.0,70551.15
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,12/01/2017,873,873,0,0,14,9061,647.21,9061,0,0,14,11378,812.71,11378,0,0,0,0,0.0,0,0,0,20439,18937.49,37661.18,0.0,56598.67
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,01/01/2018,876,876,0,0,19,11572,609.05,11572,0,0,19,13893,731.21,13893,0,0,0,0,0.0,0,0,0,25465,24185.48,45985.83,0.0,70171.31
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,02/01/2018,877,877,0,0,19,12649,665.74,12649,0,0,19,14606,768.74,14606,0,0,0,0,0.0,0,0,0,27255,26436.41,48345.86,0.0,74782.27
2017-2018,HIDALGO,1,5,108,IDEA ACADEMY PHARR,HIDALGO,03/01/2018,876,876,0,0,16,10419,651.19,10419,0,0,16,12255,765.94,12255,0,0,0,0,0.0,0,0,0,22674,21775.71,40564.05,0.0,62339.76
